,user_id,age,age_range,gender,country_id,date_joined,last_login,salary,seniority,product,created
52,3077324,28,20-30,m,2.0,2018-10-09 09:29:42,2018-10-09 12:29:43,4.0,3,124,2018-10-09 12:38:49
53,3077345,29,20-30,m,2.0,2018-10-09 09:32:48,2018-10-09 12:32:49,4.0,1,114,2018-10-09 13:12:32
54,3077366,29,20-30,f,1.0,2018-10-09 09:42:53,2018-11-28 00:11:48,4.0,2,128,2018-11-28 00:17:38
55,3077381,30,30-40,m,2.0,2018-10-09 09:45:36,2018-10-16 10:08:49,3.0,2,115,2018-10-09 12:55:48
56,3077399,28,20-30,m,2.0,2018-10-09 09:50:58,2018-10-09 13:09:47,3.0,2,125,2018-10-09 13:34:52
57,3077417,29,20-30,m,2.0,2018-10-09 09:54:27,2018-10-13 20:05:25,5.0,5,100,2018-10-09 13:08:15
58,3077417,29,20-30,m,2.0,2018-10-09 09:54:27,2018-10-13 20:05:25,5.0,5,126,2018-10-09 13:18:37
59,3077417,29,20-30,m,2.0,2018-10-09 09:54:27,2018-10-13 20:05:25,5.0,5,53,2018-10-09 13:20:22
60,3077429,23,20-30,m,2.0,2018-10-09 09:58:26,2018-10-09 12:58:27,4.0,3,58,2018-10-09 20:02:15
61,3077438,34,30-40,m,2.0,2018-10-09 10:00:09,2018-10-09 13:01:30,3.0,4,58,2018-10-09 13:50:41
62,3077510,31,30-40,m,2.0,2018-10-09 10:12:45,2018-10-09 13:12:46,3.0,2,58,2018-10-09 13:26:26
63,3077522,36,30-40,m,2.0,2018-10-09 10:18:36,2018-10-09 13:18:33,4.0,5,126,2018-10-09 13:44:02
64,3077546,38,30-40,m,2.0,2018-10-09 10:22:45,2019-01-12 21:04:58,3.0,2,58,2018-10-09 13:40:31
65,3077651,56,50-60,f,2.0,2018-10-09 10:52:24,2018-10-09 13:52:24,3.0,3,58,2018-10-09 16:58:24
66,3077660,32,30-40,m,2.0,2018-10-09 10:52:56,2018-10-09 13:52:57,3.0,1,125,2018-10-09 14:15:36
67,3077666,27,20-30,m,2.0,2018-10-09 10:56:37,2018-10-09 13:56:37,3.0,3,125,2018-10-09 14:00:10
68,3077666,27,20-30,m,2.0,2018-10-09 10:56:37,2018-10-09 13:56:37,3.0,3,58,2018-10-09 14:19:51
69,3077666,27,20-30,m,2.0,2018-10-09 10:56:37,2018-10-09 13:56:37,3.0,3,115,2018-10-09 14:20:44
70,3077699,41,40-50,m,2.0,2018-10-09 11:10:40,2018-10-09 14:10:41,4.0,3,116,2018-10-09 14:30:58
71,3077711,28,20-30,m,2.0,2018-10-09 11:13:11,2018-10-09 14:14:26,4.0,0,58,2018-10-09 14:24:27
72,3077732,26,20-30,m,2.0,2018-10-09 11:26:38,2018-10-09 14:28:44,7.0,5,125,2018-10-09 14:53:16
73,3077771,40,40-50,m,2.0,2018-10-09 11:38:50,2018-11-26 03:45:58,4.0,2,116,2018-10-09 16:10:07
74,3077771,40,40-50,m,2.0,2018-10-09 11:38:50,2018-11-26 03:45:58,4.0,2,53,2018-10-09 19:53:05
75,3077771,40,40-50,m,2.0,2018-10-09 11:38:50,2018-11-26 03:45:58,4.0,2,58,2018-10-09 21:06:21
76,3077777,31,30-40,m,2.0,2018-10-09 11:40:01,2018-11-08 17:01:33,3.0,4,58,2018-10-09 15:00:13
77,3077777,31,30-40,m,2.0,2018-10-09 11:40:01,2018-11-08 17:01:33,3.0,4,115,2018-10-09 15:06:36
78,3077798,43,40-50,f,2.0,2018-10-09 11:44:20,2018-11-07 16:56:05,3.0,5,124,2018-10-09 14:59:30
79,3077798,43,40-50,f,2.0,2018-10-09 11:44:20,2018-11-07 16:56:05,3.0,5,107,2018-10-09 15:19:45
80,3077798,43,40-50,f,2.0,2018-10-09 11:44:20,2018-11-07 16:56:05,3.0,5,53,2018-10-11 14:48:48
81,3077798,43,40-50,f,2.0,2018-10-09 11:44:20,2018-11-07 16:56:05,3.0,5,58,2018-10-11 15:00:51
82,3077807,35,30-40,m,2.0,2018-10-09 11:45:50,2018-10-09 14:48:42,4.0,1,58,2018-10-09 14:59:20
83,3077828,31,30-40,m,2.0,2018-10-09 11:49:12,2018-10-09 14:49:13,3.0,0,107,2018-10-09 15:23:17
84,3077894,25,20-30,m,2.0,2018-10-09 12:03:35,2018-10-09 15:03:36,6.0,2,116,2018-10-09 15:13:31
85,3077894,25,20-30,m,2.0,2018-10-09 12:03:35,2018-10-09 15:03:36,6.0,2,114,2018-10-09 15:19:31
86,3077903,31,30-40,m,2.0,2018-10-09 12:03:44,2019-01-10 19:20:50,4.0,1,125,2018-10-09 15:53:52
87,3077909,27,20-30,m,2.0,2018-10-09 12:07:44,2019-02-03 03:05:57,4.0,2,125,2018-10-09 15:28:53
88,3077909,27,20-30,m,2.0,2018-10-09 12:07:44,2019-02-03 03:05:57,4.0,2,125,2019-02-03 03:15:22
89,3077915,32,30-40,m,2.0,2018-10-09 12:10:00,2018-10-09 15:10:01,7.0,2,125,2018-10-09 15:27:47
90,3077930,33,30-40,m,2.0,2018-10-09 12:14:38,2018-10-11 14:03:03,3.0,2,114,2018-10-09 15:44:20
91,3077963,33,30-40,f,2.0,2018-10-09 12:18:51,2018-10-09 15:29:43,3.0,3,58,2018-10-09 15:37:39
92,3077972,39,30-40,f,1.0,2018-10-09 12:19:53,2019-01-24 06:47:46,4.0,2,31,2018-10-10 10:07:04
93,3077972,39,30-40,f,1.0,2018-10-09 12:19:53,2019-01-24 06:47:46,4.0,2,131,2018-12-09 16:49:50
94,3077987,25,20-30,m,2.0,2018-10-09 12:25:49,2018-10-09 15:25:49,2.0,4,115,2018-10-09 15:43:27
95,3077987,25,20-30,m,2.0,2018-10-09 12:25:49,2018-10-09 15:25:49,2.0,4,58,2018-10-09 17:00:41
96,3077993,25,20-30,m,2.0,2018-10-09 12:24:38,2018-10-18 17:33:00,2.0,1,114,2018-10-13 17:00:30
97,3078014,25,20-30,m,2.0,2018-10-09 12:30:17,2019-02-02 11:34:36,3.0,3,73,2019-01-31 01:07:58
98,3078047,32,30-40,m,2.0,2018-10-09 12:34:22,2018-10-09 15:34:23,2.0,1,58,2018-10-09 15:49:40
99,3078077,28,20-30,m,2.0,2018-10-09 12:44:03,2018-10-09 15:44:05,3.0,2,124,2018-10-09 15:49:33
100,3078077,28,20-30,m,2.0,2018-10-09 12:44:03,2018-10-09 15:44:05,3.0,2,115,2018-10-09 15:58:25
101,3078098,25,20-30,m,2.0,2018-10-09 12:45:00,2018-10-09 15:45:01,2.0,1,125,2018-10-09 15:57:02
102,3078164,30,30-40,m,2.0,2018-10-09 13:09:01,2018-10-09 16:09:01,3.0,5,107,2018-10-09 16:29:18
103,3078173,34,30-40,m,2.0,2018-10-09 13:11:04,2018-10-09 16:11:05,4.0,5,126,2018-10-09 16:23:15
104,3078173,34,30-40,m,2.0,2018-10-09 13:11:04,2018-10-09 16:11:05,4.0,5,100,2018-10-09 16:27:42
105,3078197,27,20-30,m,2.0,2018-10-09 13:19:11,2018-10-09 16:19:12,3.0,0,125,2018-10-09 16:35:57
106,3078197,27,20-30,m,2.0,2018-10-09 13:19:11,2018-10-09 16:19:12,3.0,0,58,2018-10-09 18:10:53
107,3078257,29,20-30,m,2.0,2018-10-09 13:36:59,2018-10-09 16:38:23,2.0,2,115,2018-10-09 16:54:40
108,3078314,36,30-40,m,1.0,2018-10-09 13:58:00,2019-01-09 08:36:54,6.0,3,131,2018-12-12 16:13:40
109,3078347,27,20-30,m,2.0,2018-10-09 14:05:25,2018-10-09 17:06:08,2.0,0,115,2018-10-09 17:15:33
110,3078374,25,20-30,m,2.0,2018-10-09 14:11:18,2018-11-08 19:01:15,3.0,2,125,2018-11-08 19:01:05
111,3078428,21,20-30,f,2.0,2018-10-09 14:24:11,2018-10-09 18:01:12,3.0,4,58,2018-10-09 18:04:28
112,3078431,29,20-30,f,2.0,2018-10-09 14:24:30,2018-10-09 17:25:23,7.0,5,58,2018-10-09 17:34:21
113,3078455,47,40-50,m,2.0,2018-10-09 14:34:25,2018-10-09 17:34:27,5.0,5,100,2018-10-09 17:42:12
114,3078458,43,40-50,m,2.0,2018-10-09 14:32:43,2019-01-04 02:27:43,5.0,5,58,2019-01-04 02:29:43
115,3078521,36,30-40,m,2.0,2018-10-09 14:49:35,2018-10-09 17:50:42,4.0,3,58,2018-10-09 23:41:21
116,3078575,27,20-30,m,2.0,2018-10-09 15:07:31,2018-10-09 18:09:39,3.0,2,58,2018-10-09 18:22:01
117,3078608,28,20-30,f,2.0,2018-10-09 15:13:18,2018-10-09 18:13:19,3.0,3,58,2018-10-09 18:27:43
118,3078608,28,20-30,f,2.0,2018-10-09 15:13:18,2018-10-09 18:13:19,3.0,3,125,2018-10-09 18:34:26
119,3078674,29,20-30,m,2.0,2018-10-09 15:29:46,2018-10-09 18:28:16,4.0,1,125,2018-10-09 18:35:56
120,3078674,29,20-30,m,2.0,2018-10-09 15:29:46,2018-10-09 18:28:16,4.0,1,58,2018-10-09 18:50:14
121,3078680,26,20-30,m,2.0,2018-10-09 15:29:57,2018-10-16 16:39:04,4.0,2,116,2018-10-09 18:44:31
122,3078707,36,30-40,m,2.0,2018-10-09 15:36:19,2018-10-09 18:39:24,4.0,5,58,2018-10-09 18:56:16
123,3078755,26,20-30,m,2.0,2018-10-09 15:51:24,2018-10-09 18:52:29,3.0,3,58,2018-10-09 19:13:55
124,3078773,36,30-40,m,2.0,2018-10-09 15:58:44,2018-12-27 02:44:59,4.0,5,58,2018-10-09 19:38:44
125,3078773,36,30-40,m,2.0,2018-10-09 15:58:44,2018-12-27 02:44:59,4.0,5,126,2018-11-26 16:41:23
126,3078773,36,30-40,m,2.0,2018-10-09 15:58:44,2018-12-27 02:44:59,4.0,5,100,2018-11-27 14:18:19
127,3078788,39,30-40,f,1.0,2018-10-09 16:04:14,2019-02-07 09:53:34,2.0,5,131,2019-02-01 12:36:12
128,3078788,39,30-40,f,1.0,2018-10-09 16:04:14,2019-02-07 09:53:34,2.0,5,99,2019-02-07 10:01:30
129,3078800,31,30-40,m,2.0,2018-10-09 16:04:45,2018-10-09 19:04:46,3.0,1,125,2018-10-09 19:27:13
130,3078869,42,40-50,m,2.0,2018-10-09 16:22:18,2018-10-09 19:22:20,4.0,5,58,2018-10-10 16:04:41
131,3078869,42,40-50,m,2.0,2018-10-09 16:22:18,2018-10-09 19:22:20,4.0,5,53,2018-10-10 16:17:59
132,3078872,27,20-30,m,2.0,2018-10-09 16:22:47,2018-10-09 19:22:48,3.0,5,125,2018-10-09 19:37:13
133,3078872,27,20-30,m,2.0,2018-10-09 16:22:47,2018-10-09 19:22:48,3.0,5,58,2018-10-09 19:45:33
134,3078878,27,20-30,m,2.0,2018-10-09 16:22:26,2018-10-09 19:25:30,3.0,4,58,2018-10-09 19:34:49
135,3078884,35,30-40,m,2.0,2018-10-09 16:25:41,2018-10-09 19:27:09,4.0,5,116,2018-10-09 19:44:24
136,3078917,26,20-30,m,2.0,2018-10-09 16:38:05,2018-10-09 19:38:06,4.0,3,125,2018-10-09 20:13:48
137,3078971,25,20-30,m,2.0,2018-10-09 16:56:13,2018-11-07 19:40:55,2.0,1,115,2018-10-09 20:07:08
138,3078971,25,20-30,m,2.0,2018-10-09 16:56:13,2018-11-07 19:40:55,2.0,1,58,2018-11-07 19:39:57
139,3078977,29,20-30,m,2.0,2018-10-09 16:57:37,2018-10-09 20:00:55,3.0,3,125,2018-10-09 20:24:35
140,3079013,47,40-50,m,2.0,2018-10-09 17:12:46,2018-10-19 15:31:46,4.0,1,58,2018-10-13 16:30:16
141,3079022,31,30-40,m,2.0,2018-10-09 17:12:58,2018-10-09 20:17:10,3.0,2,107,2018-10-09 20:34:36
142,3079034,31,30-40,f,2.0,2018-10-09 17:17:47,2018-10-09 20:17:48,4.0,4,115,2018-10-09 20:34:49
143,3079061,35,30-40,m,2.0,2018-10-09 17:27:21,2018-10-09 20:29:54,5.0,1,114,2018-10-09 20:54:42
144,3079061,35,30-40,m,2.0,2018-10-09 17:27:21,2018-10-09 20:29:54,5.0,1,126,2018-10-09 20:55:05
145,3079082,26,20-30,m,2.0,2018-10-09 17:33:52,2018-10-09 20:33:53,3.0,1,125,2018-10-09 20:43:57
146,3079112,35,30-40,m,2.0,2018-10-09 17:46:51,2018-10-09 20:46:51,4.0,3,126,2018-10-09 21:02:57
147,3079112,35,30-40,m,2.0,2018-10-09 17:46:51,2018-10-09 20:46:51,4.0,3,53,2018-10-10 18:28:57
148,3079115,21,20-30,f,2.0,2018-10-09 17:47:21,2018-10-09 20:47:22,3.0,1,116,2018-10-09 21:02:57
149,3079139,25,20-30,m,2.0,2018-10-09 17:50:32,2019-01-11 17:11:40,3.0,2,125,2018-10-09 22:28:43
150,3079151,30,30-40,m,2.0,2018-10-09 17:52:50,2018-10-09 20:52:51,4.0,1,125,2018-10-09 21:07:38
151,3079157,32,30-40,f,2.0,2018-10-09 17:57:00,2018-10-09 20:56:19,4.0,3,126,2018-10-09 21:18:41
152,3079178,35,30-40,f,2.0,2018-10-09 18:02:02,2018-11-25 19:47:54,4.0,0,58,2018-10-09 21:10:06
153,3079187,35,30-40,m,1.0,2018-10-09 18:02:18,2019-01-16 12:35:16,5.0,5,131,2019-01-16 12:39:16
154,3079187,35,30-40,m,1.0,2018-10-09 18:02:18,2019-01-16 12:35:16,5.0,5,131,2019-01-16 12:39:56
155,3079208,38,30-40,m,2.0,2018-10-09 18:12:57,2018-10-09 21:12:58,3.0,4,58,2018-10-09 21:48:50
156,3079211,35,30-40,f,2.0,2018-10-09 18:13:02,2018-10-09 21:15:35,4.0,2,116,2018-10-09 21:26:53
157,3079250,29,20-30,f,2.0,2018-10-09 18:18:59,2018-11-08 22:17:03,3.0,3,58,2018-10-09 21:31:12
158,3079250,29,20-30,f,2.0,2018-10-09 18:18:59,2018-11-08 22:17:03,3.0,3,125,2018-10-09 22:16:24
159,3079262,27,20-30,m,2.0,2018-10-09 18:22:27,2018-10-09 22:17:40,3.0,1,116,2018-10-09 22:25:42
160,3079268,23,20-30,f,2.0,2018-10-09 18:23:02,2018-10-09 21:23:03,4.0,2,58,2018-10-09 21:38:05
161,3079325,55,50-60,f,2.0,2018-10-09 18:39:27,2018-11-29 00:15:29,4.0,4,107,2018-10-09 21:56:46
162,3079325,55,50-60,f,2.0,2018-10-09 18:39:27,2018-11-29 00:15:29,4.0,4,100,2018-11-10 20:08:59
163,3079382,27,20-30,m,2.0,2018-10-09 18:56:04,2018-10-19 14:02:56,3.0,4,53,2018-10-10 11:45:28
164,3079382,27,20-30,m,2.0,2018-10-09 18:56:04,2018-10-19 14:02:56,3.0,4,114,2018-10-10 12:19:26
165,3079382,27,20-30,m,2.0,2018-10-09 18:56:04,2018-10-19 14:02:56,3.0,4,115,2018-10-19 14:04:55
166,3079394,38,30-40,f,2.0,2018-10-09 18:58:45,2018-10-31 18:55:58,4.0,2,58,2018-10-18 11:55:02
167,3079406,39,30-40,m,2.0,2018-10-09 19:03:12,2018-10-09 22:02:44,3.0,5,124,2018-10-09 22:13:56
168,3079412,34,30-40,m,2.0,2018-10-09 19:05:03,2018-10-09 22:11:21,4.0,5,58,2018-10-09 22:24:58
169,3079415,31,30-40,m,2.0,2018-10-09 19:03:47,2018-10-09 22:03:48,4.0,5,58,2018-10-09 22:26:12
170,3079430,28,20-30,m,2.0,2018-10-09 19:09:34,2018-10-09 22:10:26,4.0,5,116,2018-10-09 22:21:56
171,3079445,39,30-40,m,2.0,2018-10-09 19:14:57,2018-10-09 22:16:56,5.0,5,116,2018-10-09 22:42:37
172,3079505,29,20-30,f,2.0,2018-10-09 19:34:34,2018-10-09 22:34:35,3.0,1,125,2018-10-09 22:44:22
173,3079532,34,30-40,m,2.0,2018-10-09 19:41:45,2018-10-09 22:40:43,3.0,1,58,2018-10-09 22:46:55
174,3079544,29,20-30,f,1.0,2018-10-09 19:43:32,2018-11-25 02:30:12,2.0,1,99,2018-11-25 02:31:04
175,3079694,33,30-40,f,2.0,2018-10-09 20:23:42,2018-10-10 10:38:46,3.0,2,58,2018-10-10 11:14:46
176,3079718,25,20-30,m,1.0,2018-10-09 20:30:50,2018-10-09 23:30:51,5.0,4,31,2018-10-10 00:37:26
177,3079730,46,40-50,m,2.0,2018-10-09 20:36:07,2018-10-09 23:36:08,4.0,1,124,2018-10-10 00:15:46
178,3079742,34,30-40,m,2.0,2018-10-09 20:40:27,2019-02-05 16:14:33,3.0,2,115,2018-12-17 23:45:31
179,3079784,25,20-30,m,2.0,2018-10-09 20:50:26,2018-10-09 23:50:05,3.0,1,125,2018-10-10 00:02:54
180,3079820,26,20-30,m,2.0,2018-10-09 21:04:50,2018-10-10 00:06:42,4.0,1,125,2018-10-10 00:30:26
181,3079826,28,20-30,m,2.0,2018-10-09 21:07:17,2018-10-10 00:07:18,4.0,0,125,2018-10-10 00:29:50
182,3079835,30,30-40,m,2.0,2018-10-09 21:11:47,2019-01-09 23:51:11,4.0,5,58,2019-01-09 23:58:12
183,3079835,30,30-40,m,2.0,2018-10-09 21:11:47,2019-01-09 23:51:11,4.0,5,126,2019-01-10 00:04:06
184,3079838,27,20-30,m,2.0,2018-10-09 21:10:32,2018-10-10 00:10:33,4.0,2,53,2018-10-10 00:31:58
185,3079847,24,20-30,f,2.0,2018-10-09 21:15:42,2018-10-13 14:27:21,2.0,5,58,2018-10-10 00:40:35
186,3079850,27,20-30,m,2.0,2018-10-09 21:14:24,2018-10-10 00:14:24,3.0,5,125,2018-10-10 00:22:06
187,3079871,36,30-40,m,2.0,2018-10-09 21:20:57,2018-10-12 00:37:51,4.0,5,126,2018-10-10 01:24:23
188,3079871,36,30-40,m,2.0,2018-10-09 21:20:57,2018-10-12 00:37:51,4.0,5,114,2018-10-10 01:25:23
189,3079874,20,20-30,m,2.0,2018-10-09 21:21:30,2018-10-10 00:27:36,3.0,0,115,2018-10-10 00:33:47
190,3079886,35,30-40,m,2.0,2018-10-09 21:24:29,2018-10-10 00:28:45,3.0,2,58,2018-10-10 00:54:07
191,3079892,28,20-30,f,1.0,2018-10-09 21:28:58,2018-11-19 21:21:20,3.0,1,99,2018-10-13 14:06:41
192,3079928,26,20-30,m,2.0,2018-10-09 21:37:02,2018-10-10 00:37:03,3.0,4,115,2018-10-10 00:52:55
193,3079931,29,20-30,m,2.0,2018-10-09 21:39:54,2018-10-10 00:39:55,3.0,4,107,2018-10-10 00:58:44
194,3079940,30,30-40,m,2.0,2018-10-09 21:41:35,2018-10-10 00:41:36,4.0,5,58,2018-10-10 01:36:18
195,3079997,30,30-40,f,2.0,2018-10-09 22:10:42,2018-10-10 01:14:34,3.0,2,115,2018-10-10 01:22:03
196,3080009,29,20-30,f,1.0,2018-10-09 22:16:25,2019-02-07 01:10:09,2.0,5,131,2019-02-07 01:14:00
197,3080021,39,30-40,m,2.0,2018-10-09 22:27:45,2018-11-15 16:34:18,3.0,4,58,2018-11-15 16:47:12
198,3080033,29,20-30,f,1.0,2018-10-09 22:35:57,2019-01-10 21:18:27,4.0,3,131,2019-01-10 21:00:40
199,3080045,38,30-40,m,1.0,2018-10-09 22:49:34,2019-01-08 22:25:53,6.0,3,131,2019-01-08 23:19:16
200,3080072,34,30-40,m,2.0,2018-10-09 23:11:24,2018-10-10 02:11:25,4.0,4,124,2018-10-10 02:30:32
201,3080105,26,20-30,m,2.0,2018-10-10 00:27:14,2018-10-11 20:19:55,3.0,2,125,2018-10-11 20:21:41
202,3080108,38,30-40,m,2.0,2018-10-10 00:28:08,2018-10-16 17:27:30,4.0,4,58,2018-10-10 04:18:22
203,3080108,38,30-40,m,2.0,2018-10-10 00:28:08,2018-10-16 17:27:30,4.0,4,124,2018-10-10 04:20:33
204,3080117,35,30-40,m,2.0,2018-10-10 00:52:39,2018-10-25 19:09:48,4.0,5,58,2018-10-10 04:06:16
205,3080123,28,20-30,m,2.0,2018-10-10 01:05:44,2019-01-05 14:13:16,3.0,5,107,2018-12-11 17:23:02
206,3080132,26,20-30,m,2.0,2018-10-10 01:21:44,2018-10-10 04:23:11,4.0,2,58,2018-10-10 04:26:38
207,3080153,25,20-30,m,2.0,2018-10-10 01:57:15,2019-02-02 00:10:23,2.0,3,58,2019-01-02 06:08:55
208,3080159,26,20-30,m,2.0,2018-10-10 01:58:26,2018-10-10 04:58:27,4.0,3,53,2018-10-10 12:22:03
209,3080195,29,20-30,m,2.0,2018-10-10 02:53:09,2018-10-10 07:08:31,4.0,1,125,2018-10-10 06:19:56
210,3080195,29,20-30,m,2.0,2018-10-10 02:53:09,2018-10-10 07:08:31,4.0,1,58,2018-10-10 06:48:52
211,3080198,29,20-30,m,1.0,2018-10-10 02:54:17,2019-01-18 15:35:15,5.0,3,99,2018-10-10 06:08:42
212,3080204,26,20-30,m,2.0,2018-10-10 02:58:51,2018-10-10 06:00:06,4.0,0,114,2018-10-10 06:09:34
213,3080225,34,30-40,m,1.0,2018-10-10 04:16:03,2018-11-15 06:29:03,4.0,0,99,2018-11-15 06:36:55
